task_id,auc
394,0.74
395,0.4933333333333334
396,0.4066666666666667
397,0.3433333333333334
398,0.5666666666666667
399,0.46333333333333326
400,0.43
401,0.2666666666666667
402,0.45999999999999996
403,0.48999999999999994
404,0.38666666666666666
405,0.6866666666666668
406,0.38333333333333336
407,0.6066666666666667
408,0.66
409,0.20500000000000002
410,0.39666666666666667
411,0.6366666666666667
412,0.36
413,0.4266666666666667
414,0.39666666666666667
415,0.5666666666666667
416,0.3966666666666666
417,0.23333333333333334
418,0.4666666666666666
419,0.255
420,0.35
421,0.66
422,0.43999999999999995
423,0.31666666666666665
424,0.4866666666666667
425,0.37666666666666665
426,0.2866666666666667
427,0.3766666666666667
428,0.5566666666666668
429,0.49
430,0.31666666666666665
431,0.4766666666666667
432,0.38666666666666666
433,0.6566666666666666
434,0.52
435,0.6099999999999999
436,0.2816666666666666
437,0.4683333333333333
438,0.8233333333333333
439,0.32
440,0.27666666666666667
441,0.5333333333333333
442,0.3666666666666666
443,0.39
444,0.35333333333333333
445,0.55
446,0.25
447,0.62
448,0.4066666666666667
449,0.63
450,0.4966666666666667
451,0.72
452,0.59
453,0.5833333333333333
454,0.6766666666666667
455,0.4066666666666667
456,0.36666666666666664
457,0.6699999999999999
458,0.4333333333333333
459,0.43333333333333335
460,0.37333333333333335
461,0.30333333333333334
462,0.4066666666666666
463,0.84
464,0.5466666666666666
465,0.56
466,0.29000000000000004
467,0.58
468,0.375
469,0.6966666666666667
470,0.27666666666666667
471,0.7466666666666667
472,0.3566666666666667
473,0.5
474,0.4966666666666666
475,0.5933333333333333
476,0.6333333333333333
477,0.7533333333333333
478,0.63
479,0.8433333333333334
480,0.4633333333333334
481,0.30000000000000004
482,0.39666666666666667
483,0.4166666666666667
484,0.7766666666666666
485,0.37
486,0.47000000000000003
487,0.8
488,0.5533333333333333
489,0.64
490,0.55
491,0.5333333333333334
492,0.36
493,0.66
494,0.45333333333333337
495,0.4533333333333333
496,0.5466666666666666
497,0.41666666666666663
498,0.53
499,0.3833333333333333
500,0.36
501,0.3483333333333333
502,0.42666666666666664
503,0.65
504,0.5933333333333333
505,0.31666666666666665
506,0.30333333333333334
507,0.39
508,0.38333333333333325
509,0.39666666666666667
510,0.3833333333333333
511,0.38666666666666666
512,0.46333333333333326
513,0.67
514,0.51
515,0.4
516,0.37
517,0.35
518,0.3933333333333334
519,0.6033333333333334
520,0.61
521,0.4766666666666667
522,0.7966666666666666
523,0.6866666666666666
524,0.4933333333333334
525,0.51
526,0.4066666666666667
527,0.5166666666666667
528,0.6366666666666667
529,0.4666666666666667
530,0.6266666666666667
531,0.4383333333333333
532,0.56
533,0.36
534,0.4666666666666667
535,0.43
536,0.7066666666666667
537,0.42
538,0.3633333333333333
539,0.4866666666666667
540,0.36333333333333334
541,0.56
542,0.8500000000000001
543,0.39666666666666667
544,0.30999999999999994
545,0.45000000000000007
546,0.8266666666666668
547,0.4733333333333334
548,0.3933333333333333
549,0.4133333333333333
550,0.81
551,0.6933333333333334
552,0.41833333333333333
553,0.48
554,0.35
555,0.6066666666666667
556,0.42333333333333334
557,0.31999999999999995
558,0.16
559,0.6233333333333333
560,0.31666666666666665
561,0.29833333333333334
562,0.46
563,0.6366666666666667
564,0.3633333333333333
565,0.5933333333333334
566,0.42333333333333334
567,0.3933333333333333
568,0.42666666666666664
569,0.3766666666666667
570,0.48000000000000004
571,0.3566666666666667
572,0.19
573,0.7366666666666666
574,0.43
575,0.3733333333333333
576,0.45999999999999996
577,0.35333333333333333
578,0.5633333333333334
579,0.4666666666666667
580,0.5233333333333333
581,0.3416666666666667
582,0.33999999999999997
583,0.43333333333333335
584,0.5033333333333334
585,0.6133333333333334
586,0.38333333333333336
587,0.42666666666666664
588,0.3466666666666667
589,0.4866666666666667
590,0.5766666666666667
591,0.45000000000000007
592,0.30666666666666664
593,0.48666666666666664
594,0.49666666666666665
595,0.54
596,0.37
597,0.43000000000000005
598,0.43
599,0.47333333333333333
600,0.63
601,0.7033333333333333
602,0.46
603,0.73
604,0.4666666666666666
605,0.2
606,0.43833333333333335
607,0.7633333333333333
608,0.3433333333333334
609,0.69
610,0.3
611,0.6533333333333333
612,0.42666666666666664
613,0.3466666666666667
614,0.49
615,0.53
616,0.6633333333333333
617,0.63
618,0.3233333333333333
619,0.4033333333333334
620,0.5
621,0.4133333333333333
622,0.5733333333333334
623,0.4666666666666667
624,0.55
625,0.6033333333333333
626,0.20333333333333334
627,0.3433333333333333
628,0.7333333333333334
629,0.6000000000000001
630,0.5666666666666667
631,0.43333333333333335
632,0.5166666666666667
633,0.30833333333333335
634,0.55
635,0.57
636,0.29333333333333333
637,0.2833333333333333
638,0.7766666666666666
639,0.44
640,0.5
641,0.37
642,0.77
643,0.26
644,0.5266666666666666
645,0.5633333333333334
646,0.4966666666666667
647,0.71
648,0.48666666666666664
649,0.69
650,0.5166666666666666
651,0.63
652,0.42666666666666664
653,0.48
654,0.69
655,0.36666666666666664
656,0.3733333333333333
657,0.6433333333333333
658,0.36333333333333334
659,0.6066666666666667
660,0.6233333333333333
661,0.42333333333333334
662,0.5066666666666667
663,0.365
664,0.5833333333333334
665,0.5333333333333333
666,0.5166666666666666
667,0.42000000000000004
668,0.6366666666666667
669,0.6466666666666667
670,0.38333333333333336
671,0.6233333333333333
672,0.5233333333333333
673,0.33999999999999997
674,0.35333333333333333
675,0.30000000000000004
676,0.45333333333333337
677,0.7433333333333333
678,0.6466666666666666
679,0.53
680,0.42
681,0.6900000000000001
682,0.38666666666666666
683,0.44666666666666666
684,0.7766666666666666
685,0.2866666666666667
686,0.5166666666666667
687,0.39
688,0.5333333333333333
689,0.6433333333333333
690,0.3933333333333333
691,0.33999999999999997
692,0.6599999999999999
693,0.2733333333333334
694,0.355
695,0.5316666666666666
696,0.5033333333333333
697,0.3233333333333333
698,0.58
699,0.2933333333333333
700,0.5833333333333334
701,0.5933333333333334
702,0.3966666666666667
703,0.4966666666666666
704,0.43000000000000005
705,0.49666666666666665
706,0.5966666666666666
707,0.47333333333333333
708,0.5033333333333333
709,0.5733333333333334
710,0.4166666666666667
711,0.4
712,0.49
713,0.43666666666666665
714,0.44333333333333336
715,0.4
716,0.5566666666666666
717,0.59
718,0.5133333333333333
719,0.6833333333333335
720,0.39666666666666667
721,0.30333333333333334
722,0.6233333333333333
723,0.7833333333333333
724,0.47000000000000003
725,0.6233333333333333
726,0.3466666666666667
727,0.30666666666666664
728,0.7266666666666667
729,0.24666666666666665
730,0.5700000000000001
731,0.4033333333333333
732,0.2366666666666667
733,0.3533333333333334
734,0.4033333333333334
735,0.45666666666666667
736,0.44333333333333336
737,0.31999999999999995
738,0.5333333333333333
739,0.6366666666666667
740,0.5466666666666666
741,0.2816666666666666
742,0.25
743,0.7133333333333334
744,0.2866666666666667
745,0.32333333333333336
746,0.29
747,0.345
748,0.30666666666666664
749,0.5366666666666666
750,0.63
751,0.3366666666666666
752,0.3333333333333333
753,0.4633333333333334
754,0.3333333333333333
755,0.39
756,0.38333333333333336
757,0.4
758,0.30000000000000004
759,0.7200000000000001
760,0.37166666666666665
761,0.4966666666666667
762,0.5700000000000001
763,0.30333333333333334
764,0.56
765,0.21000000000000002
766,0.5833333333333333
767,0.5033333333333333
768,0.365
769,0.44666666666666666
770,0.3333333333333333
771,0.4933333333333333
772,0.4033333333333334
773,0.4
774,0.6933333333333334
775,0.8400000000000001
776,0.29666666666666663
777,0.52
778,0.44333333333333336
779,0.3633333333333333
780,0.4866666666666666
781,0.48
782,0.37
783,0.5933333333333333
784,0.3616666666666667
785,0.44666666666666666
786,0.8166666666666668
787,0.3433333333333333
788,0.4
789,0.6633333333333334
790,0.35
791,0.5466666666666666
792,0.31
793,0.7000000000000001
794,0.4966666666666667
795,0.47333333333333333
796,0.19
797,0.32666666666666666
798,0.39
799,0.5966666666666667
800,0.3833333333333333
801,0.4966666666666667
802,0.6833333333333333
803,0.7033333333333333
804,0.63
805,0.6533333333333334
806,0.42
807,0.6466666666666667
808,0.3566666666666667
809,0.28833333333333333
810,0.3333333333333333
811,0.26666666666666666
812,0.42333333333333334
813,0.2733333333333333
814,0.32
815,0.3433333333333333
816,0.32666666666666666
817,0.38
818,0.65
819,0.48333333333333334
820,0.7366666666666667
821,0.4966666666666667
822,0.35
823,0.4083333333333333
824,0.5233333333333334
825,0.59
826,0.3833333333333333
827,0.61
828,0.4533333333333333
829,0.6066666666666667
830,0.5533333333333333
831,0.44666666666666666
832,0.33
833,0.5033333333333333
834,0.27666666666666667
835,0.49333333333333335
836,0.7033333333333334
837,0.4833333333333334
838,0.3533333333333334
839,0.5766666666666667
840,0.5366666666666666
841,0.52
842,0.6766666666666666
843,0.345
844,0.36666666666666664
845,0.6100000000000001
846,0.55
847,0.45333333333333325
848,0.36166666666666664
849,0.3433333333333333
850,0.46
851,0.7366666666666667
852,0.6233333333333333
853,0.6233333333333333
854,0.45333333333333337
855,0.42666666666666664
856,0.44666666666666666
857,0.39666666666666667
858,0.5366666666666667
859,0.42000000000000004
860,0.48666666666666664
861,0.36
862,0.4733333333333334
863,0.5933333333333334
864,0.21666666666666665
865,0.7533333333333333
866,0.43666666666666665
867,0.39166666666666666
868,0.49666666666666665
869,0.32999999999999996
870,0.42000000000000004
871,0.5266666666666667
872,0.4
873,0.26666666666666666
874,0.44333333333333336
875,0.5700000000000001
876,0.4
877,0.35
878,0.5066666666666666
879,0.42
880,0.4666666666666667
881,0.46833333333333327
882,0.49666666666666665
883,0.6133333333333333
884,0.6866666666666668
885,0.5433333333333333
886,0.4
887,0.5
888,0.46333333333333326
889,0.6799999999999999
890,0.43000000000000005
891,0.31499999999999995
892,0.6366666666666667
893,0.6300000000000001
894,0.6233333333333334
895,0.36666666666666664
896,0.7066666666666668
897,0.8266666666666667
898,0.7233333333333333
899,0.4366666666666667
900,0.5466666666666666
901,0.45000000000000007
902,0.5666666666666667
903,0.6933333333333334
904,0.36
905,0.17666666666666667
906,0.1983333333333333
907,0.49
908,0.35333333333333333
909,0.38
910,0.37
911,0.5983333333333333
912,0.32166666666666666
913,0.5266666666666666
914,0.6599999999999999
915,0.3766666666666667
916,0.45666666666666667
917,0.71
918,0.4699999999999999
919,0.3666666666666667
920,0.6133333333333333
921,0.31333333333333335
922,0.43333333333333335
923,0.4366666666666667
924,0.4
925,0.41333333333333333
926,0.6699999999999999
927,0.53
928,0.6133333333333333
929,0.7000000000000001
930,0.38333333333333336
931,0.35000000000000003
932,0.475
933,0.6266666666666666
934,0.5533333333333333
935,0.53
936,0.6233333333333333
937,0.38666666666666666
938,0.4866666666666667
939,0.55
940,0.74
941,0.33333333333333337
942,0.38
943,0.44999999999999996
944,0.5133333333333333
945,0.45666666666666667
946,0.7066666666666667
947,0.3666666666666667
948,0.48000000000000004
949,0.26999999999999996
950,0.5333333333333333
951,0.3
952,0.45
953,0.57
954,0.4966666666666667
955,0.22999999999999998
956,0.32499999999999996
957,0.66
958,0.5633333333333334
959,0.7966666666666666
960,0.4
961,0.4333333333333333
962,0.4833333333333333
963,0.5933333333333334
964,0.5833333333333333
965,0.3933333333333333
966,0.4166666666666667
967,0.42499999999999993
968,0.6733333333333333
969,0.6699999999999999
970,0.385
971,0.3466666666666667
972,0.5633333333333334
973,0.5066666666666667
974,0.3066666666666667
975,0.4166666666666667
976,0.4716666666666666
977,0.43666666666666665
978,0.6366666666666667
979,0.55
980,0.39
981,0.6133333333333333
982,0.3466666666666667
983,0.6866666666666666
984,0.3416666666666667
985,0.41333333333333333
986,0.43999999999999995
987,0.49
988,0.42666666666666664
989,0.51
990,0.35333333333333333
991,0.4766666666666667
992,0.6866666666666668
993,0.4066666666666666
994,0.4833333333333334
995,0.23333333333333334
996,0.5333333333333334
997,0.2833333333333333
998,0.6033333333333334
999,0.5366666666666666
